Player,Role,Level,Kills,Deaths,Assists,KDA,CS,CS in Team's Jungle,CS in Enemy Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Shutdown bounty collected,Shutdown bounty lost,Win,Game_ID,Blue_Team,Red_Team,Winning_Team
Koldo,JUNGLE,17,5,1,8,13,247,221,,7.3,14498,426,21.5%,69,11,19,7,7,2.03,0.32,0.21,0.56,21.2%,9596,6366,2993,237,282,10.5%,0.38,81.3%,,1,0,0,0,81,8,355,0,0,5224,5224,29389,0,35991,0,22,471,37381,12,8,30,0,0,1,71907,Veni Vidi Vici,Los Heretics,Veni Vidi Vici
Marty,MID,17,5,0,8,Perfect KDA,288,2,,8.5,14294,420,21.2%,33,7,9,4,4,0.97,0.21,0.12,0.26,10.2%,22673,1273,14854,6546,667,24.7%,0.38,81.3%,,1,0,0,0,59,-2,78,0,1,3536,3536,6102,0,5941,0,22,101,11229,0,7,27,0,0,1,71907,Veni Vidi Vici,Los Heretics,Veni Vidi Vici
Rayito,ADC,17,5,0,9,Perfect KDA,367,26,,10.8,16704,491,24.7%,34,10,11,4,2,1,0.29,0.12,0.32,10.5%,36877,36653,160,64,1085,40.2%,0.41,87.5%,,2,0,0,0,37,-2,574,0,0,3290,3290,6229,0,8751,0,0,51,13571,0,5,27,0,0,1,71907,Veni Vidi Vici,Los Heretics,Veni Vidi Vici
Nash,SUPPORT,14,1,0,14,Perfect KDA,36,0,,1.1,8626,254,12.8%,144,71,15,14,14,4.24,2.09,0.41,0.44,44.3%,4377,622,2993,762,129,4.8%,0.44,93.8%,,0,0,0,0,-30,2,-191,0,0,677,677,11996,4789,18149,3132,15,48,13248,0,16,33,0,0,1,71907,Veni Vidi Vici,Los Heretics,Veni Vidi Vici
Tracyn,TOP,17,0,4,0,0,267,0,,7.9,11448,337,20.8%,29,13,3,2,2,0.85,0.38,0.06,0.09,11.1%,18256,12348,5076,832,537,29.7%,0,0%,,0,0,0,0,-469,7,162,0,0,3126,3126,7787,0,60306,0,19,445,38541,147,3,25,0,0,0,71907,Veni Vidi Vici,Los Heretics,Veni Vidi Vici
Daglas,JUNGLE,14,0,3,1,0.3,196,180,,5.8,10212,300,18.5%,30,10,5,6,5,0.88,0.29,0.18,0.15,11.5%,6509,4839,1423,247,191,10.6%,0.03,100%,,0,0,0,0,-81,-8,-355,0,0,0,0,19487,0,35464,1028,10,585,33972,90,7,25,0,0,0,71907,Veni Vidi Vici,Los Heretics,Veni Vidi Vici
Mercy9,MID,17,1,4,0,0.3,288,12,,8.5,12127,357,22%,38,16,10,9,8,1.12,0.47,0.26,0.29,14.5%,18846,775,17661,410,554,30.6%,0.03,100%,,0,0,0,0,-59,2,-78,0,0,264,264,3428,0,22121,0,16,80,22119,147,11,31,0,0,0,71907,Veni Vidi Vici,Los Heretics,Veni Vidi Vici
Rin,ADC,16,0,3,0,0,346,17,,10.2,13768,405,25%,51,16,16,6,5,1.5,0.47,0.18,0.47,19.5%,14116,12378,1233,505,415,22.9%,0,0%,,0,0,0,0,-37,2,-574,0,0,0,0,5190,0,10698,0,22,104,15189,59,8,27,0,0,0,71907,Veni Vidi Vici,Los Heretics,Veni Vidi Vici
Kaiser,SUPPORT,12,0,2,0,0,37,0,,1.1,7593,223,13.8%,114,69,16,19,17,3.35,2.03,0.56,0.47,43.5%,3799,368,3423,8,112,6.2%,0,0%,,0,0,0,0,30,-2,191,0,0,0,0,3605,1061,5822,3292,20,157,10940,14,21,37,0,0,0,71907,Veni Vidi Vici,Los Heretics,Veni Vidi Vici
Tracyn,TOP,18,12,0,3,Perfect KDA,285,16,,8.4,17489,517,25.1%,23,9,2,4,4,0.68,0.27,0.12,0.06,8.8%,35755,34818,868,69,1057,34.9%,0.44,65.2%,1,1,0,0,0,1206,19,1656,1,0,6165,6165,8651,0,37562,0,11,359,19793,0,6,27,0,0,1,71908,Los Heretics,Veni Vidi Vici,Los Heretics
Daglas,JUNGLE,17,1,0,15,Perfect KDA,232,190,,6.9,12736,377,18.3%,49,8,14,6,6,1.45,0.24,0.18,0.41,18.7%,11035,5343,4247,1445,326,10.8%,0.47,69.6%,,0,0,0,0,-82,-17,-1146,-1,0,930,930,18098,0,35426,0,19,487,33751,0,7,24,0,0,1,71908,Los Heretics,Veni Vidi Vici,Los Heretics
Mercy9,MID,18,4,4,5,2.3,309,38,,9.1,15050,445,21.6%,25,9,6,4,4,0.74,0.27,0.12,0.18,9.5%,29275,20358,5237,3680,866,28.6%,0.27,39.1%,1,0,0,0,0,-400,-1,-527,0,0,2571,2571,16341,0,35864,0,16,353,34271,160,7,28,0,358,1,71908,Los Heretics,Veni Vidi Vici,Los Heretics
Rin,ADC,17,6,2,3,4.5,304,8,,9,15100,447,21.7%,42,18,8,4,4,1.24,0.53,0.12,0.24,16%,19919,15655,4264,0,589,19.4%,0.27,39.1%,,1,0,0,0,157,9,-1,0,0,6827,6827,1735,0,6814,0,23,455,10505,67,5,26,0,88,1,71908,Los Heretics,Veni Vidi Vici,Los Heretics
Kaiser,SUPPORT,14,0,2,17,8.5,33,0,,1,9360,277,13.4%,123,72,12,18,17,3.64,2.13,0.53,0.35,46.9%,6435,871,5259,305,190,6.3%,0.5,73.9%,,0,0,0,0,296,6,504,0,0,1498,1498,3414,647,17435,459,32,103,15094,45,20,39,0,0,1,71908,Los Heretics,Veni Vidi Vici,Los Heretics
iBo,TOP,15,0,8,3,0.4,233,8,,6.9,11374,336,20%,28,8,6,2,1,0.83,0.24,0.06,0.18,10.7%,15096,10011,4622,463,446,23.3%,0.09,37.5%,,0,0,0,0,-1206,-19,-1656,-1,0,6572,6572,9587,0,30021,0,7,124,41541,315,3,23,0,0,0,71908,Los Heretics,Veni Vidi Vici,Los Heretics
Koldo,JUNGLE,15,3,4,3,1.5,222,182,,6.6,11524,341,20.3%,46,9,12,7,6,1.36,0.27,0.21,0.35,17.6%,10046,8467,675,904,297,15.5%,0.18,75%,,0,0,0,0,82,17,1146,1,0,0,0,23906,0,27028,0,154,569,46231,175,8,25,88,0,0,71908,Los Heretics,Veni Vidi Vici,Los Heretics
Marty,MID,17,3,3,5,2.7,295,0,,8.7,13045,386,23%,27,8,4,3,2,0.8,0.24,0.09,0.12,10.3%,20987,1886,17816,1285,621,32.4%,0.24,100%,,0,0,0,0,400,1,527,0,0,559,559,3500,0,9077,0,6,230,18319,81,5,25,0,0,0,71908,Los Heretics,Veni Vidi Vici,Los Heretics
Rayito,ADC,15,1,4,2,0.8,300,22,,8.9,13206,391,23.3%,30,11,9,3,3,0.89,0.33,0.09,0.27,11.5%,11470,7545,2587,1338,339,17.7%,0.09,37.5%,,0,0,0,0,-157,-9,1,0,0,738,738,4228,0,9651,0,0,91,18785,122,4,23,358,0,0,71908,Los Heretics,Veni Vidi Vici,Los Heretics
Nash,SUPPORT,11,1,4,4,1.3,38,0,,1.1,7615,225,13.4%,131,64,17,19,17,3.87,1.89,0.56,0.5,50%,7169,423,6746,0,212,11.1%,0.15,62.5%,,0,0,0,0,-296,-6,-504,0,0,317,317,3521,557,9063,0,43,70,16751,85,21,39,0,0,0,71908,Los Heretics,Veni Vidi Vici,Los Heretics
iBo,TOP,15,2,5,0,0.4,261,0,,8.2,11189,350,21.7%,32,13,8,3,2,1,0.41,0.09,0.25,13.2%,19409,16325,3084,0,608,23.7%,0.06,40%,,0,0,0,0,20,14,-124,-1,0,1730,1730,10925,0,36501,0,17,50,40637,178,4,21,96,0,0,71909,Veni Vidi Vici,Los Heretics,Los Heretics
Koldo,JUNGLE,15,0,4,5,1.3,206,188,,6.5,9802,307,19%,33,12,7,6,3,1.03,0.38,0.19,0.22,13.6%,4984,4770,0,214,156,6.1%,0.16,100%,,0,0,0,0,-218,-4,-440,-1,0,0,0,11345,0,32885,0,14,380,29409,106,7,26,0,0,0,71909,Veni Vidi Vici,Los Heretics,Los Heretics
Marty,MID,15,1,2,3,2,260,0,,8.1,10683,335,20.7%,32,13,9,3,3,1,0.41,0.09,0.28,13.2%,22395,574,21476,345,701,27.4%,0.13,80%,,0,0,0,0,130,8,114,0,0,2485,2485,1150,0,7552,3910,31,552,8758,46,6,20,179,0,0,71909,Veni Vidi Vici,Los Heretics,Los Heretics
Rayito,ADC,15,2,5,2,0.8,311,18,,9.7,13106,410,25.4%,24,9,7,1,1,0.75,0.28,0.03,0.22,9.9%,29162,17748,5827,5587,913,35.7%,0.13,80%,,1,0,0,0,-1559,-17,-303,0,0,2368,2368,5525,0,12480,0,12,402,21548,120,2,22,516,0,0,71909,Veni Vidi Vici,Los Heretics,Los Heretics
Nash,SUPPORT,11,0,6,4,0.7,28,0,,0.9,6757,212,13.1%,121,64,13,13,12,3.79,2,0.41,0.41,50%,5842,944,4898,0,183,7.1%,0.13,80%,,0,0,0,0,-982,-6,-750,-1,0,49,49,4429,651,26142,3514,16,89,20226,138,15,29,0,0,0,71909,Veni Vidi Vici,Los Heretics,Los Heretics
Tracyn,TOP,18,7,0,3,Perfect KDA,264,8,,8.3,15197,476,22.9%,26,16,1,4,4,0.81,0.5,0.13,0.03,9.7%,29326,16116,12658,552,918,30%,0.31,45.5%,1,2,0,0,0,-20,-14,124,1,0,9146,9146,11055,0,29759,0,12,137,33340,0,6,29,0,0,1,71909,Veni Vidi Vici,Los Heretics,Los Heretics
Daglas,JUNGLE,17,2,1,14,16,219,201,,6.9,12401,388,18.7%,43,10,6,8,7,1.35,0.31,0.25,0.19,16%,18345,15668,748,1929,574,18.8%,0.5,72.7%,,0,0,0,0,218,4,440,1,1,2364,2364,41229,0,30515,0,20,566,52425,43,8,26,0,308,1,71909,Veni Vidi Vici,Los Heretics,Los Heretics
Mercy9,MID,17,4,1,7,11,291,11,,9.1,13937,436,21%,41,9,15,4,2,1.28,0.28,0.13,0.47,15.2%,12574,49,10983,1542,394,12.9%,0.34,50%,,0,0,0,0,-130,-8,-114,0,0,3230,3230,2303,0,11024,0,8,304,14180,48,8,27,0,179,1,71909,Veni Vidi Vici,Los Heretics,Los Heretics
Rin,ADC,18,6,1,12,18,305,8,,9.6,15294,479,23%,35,16,9,5,5,1.1,0.5,0.16,0.28,13%,31787,18613,12099,1075,995,32.6%,0.56,81.8%,,1,0,0,0,1559,17,303,0,0,6947,6947,6089,0,8939,0,3,164,18441,14,6,27,0,96,1,71909,Veni Vidi Vici,Los Heretics,Los Heretics
Kaiser,SUPPORT,14,3,2,16,9.5,37,0,,1.2,9547,299,14.4%,124,63,18,17,14,3.88,1.97,0.53,0.56,46.1%,5607,1761,3516,330,176,5.7%,0.59,86.4%,,0,0,0,0,982,6,750,1,0,692,692,3790,831,18825,1158,32,95,17648,73,19,37,0,208,1,71909,Veni Vidi Vici,Los Heretics,Los Heretics
Badlulu,TOP,18,4,0,13,Perfect KDA,284,12,,8.5,14281,429,20.7%,45,12,10,9,9,1.35,0.36,0.27,0.3,16.2%,13548,12335,945,268,407,13.8%,0.51,63%,,0,0,0,0,945,21,646,1,0,3852,3852,7007,0,46000,213,30,2312,25498,0,10,31,114,0,1,71911,GIANTX Pride,Barça eSports,GIANTX Pride
Ferret,JUNGLE,16,8,2,12,10,185,165,,5.6,13888,417,20.2%,56,17,15,15,15,1.68,0.51,0.45,0.45,20.1%,15184,14636,0,548,456,15.5%,0.6,74.1%,,1,0,0,0,-859,-13,-777,0,0,2364,2364,16508,0,32842,0,30,247,26714,28,16,38,249,0,1,71911,GIANTX Pride,Barça eSports,GIANTX Pride
Feisty,MID,18,6,2,18,12,322,19,,9.7,15417,463,22.4%,35,12,7,7,7,1.05,0.36,0.21,0.21,12.6%,30830,1243,29429,158,925,31.5%,0.72,88.9%,,1,0,0,0,396,13,-66,0,0,3872,3872,1786,0,8960,0,47,634,14615,69,9,33,0,435,1,71911,GIANTX Pride,Barça eSports,GIANTX Pride
Exofeng,ADC,16,9,5,13,4.4,273,17,,8.2,16925,508,24.6%,30,12,8,0,0,0.9,0.36,0,0.24,10.8%,31275,19788,11012,475,939,31.9%,0.66,81.5%,,3,0,0,0,-402,-37,-1369,-1,0,6705,6705,3879,0,10221,0,9,312,16076,122,1,22,262,350,1,71911,GIANTX Pride,Barça eSports,GIANTX Pride
Lospa,SUPPORT,14,0,3,22,7.3,34,0,,1,8385,252,12.2%,112,71,6,23,20,3.36,2.13,0.69,0.18,40.3%,7063,1538,4570,955,212,7.2%,0.66,81.5%,,0,0,0,0,-600,3,679,1,0,142,142,5658,3543,16544,423,53,241,13107,83,25,39,0,0,1,71911,GIANTX Pride,Barça eSports,GIANTX Pride
Whiteknight,TOP,15,1,4,1,0.5,220,4,,6.6,10135,304,18.3%,35,18,2,5,5,1.05,0.54,0.15,0.06,13.4%,9224,7173,1967,84,277,13.7%,0.06,16.7%,,0,0,0,0,-945,-21,-646,-1,0,2512,2512,1661,0,40458,0,31,628,24106,178,9,29,0,0,0,71911,GIANTX Pride,Barça eSports,GIANTX Pride
113,JUNGLE,14,5,8,4,1.1,184,181,,5.5,11929,358,21.5%,34,10,3,8,8,1.02,0.3,0.24,0.09,13%,14835,12725,1010,1100,445,22%,0.27,75%,,0,1,0,0,859,13,777,0,0,2444,2444,15259,0,36231,0,20,217,42989,248,10,30,435,262,0,71911,GIANTX Pride,Barça eSports,GIANTX Pride
Czekolad,MID,16,2,4,9,2.8,251,0,,7.5,11804,354,21.3%,16,10,1,4,2,0.48,0.3,0.12,0.03,6.1%,18103,522,17581,0,543,26.9%,0.33,91.7%,,0,0,0,0,-396,-13,66,0,0,3530,3530,1179,0,11320,0,13,314,17142,108,6,23,350,114,0,71911,GIANTX Pride,Barça eSports,GIANTX Pride
Legolas,ADC,16,2,4,6,2,328,19,,9.8,13456,404,24.3%,37,12,10,5,5,1.11,0.36,0.15,0.3,14.1%,20308,20089,0,219,610,30.2%,0.24,66.7%,,0,0,0,0,402,37,1369,1,0,2400,2400,3822,0,9240,0,16,74,16148,122,6,26,0,137,0,71911,GIANTX Pride,Barça eSports,GIANTX Pride
whiteinn,SUPPORT,10,2,7,10,1.7,31,0,,0.9,8045,241,14.5%,140,65,22,16,15,4.2,1.95,0.48,0.66,53.4%,4847,848,3754,245,145,7.2%,0.36,100%,,0,0,0,0,600,-3,-679,-1,0,0,0,4942,1592,26617,1748,32,70,20825,138,18,34,0,112,0,71911,GIANTX Pride,Barça eSports,GIANTX Pride
Whiteknight,TOP,17,1,1,18,19,223,0,,6.8,11948,362,17.6%,30,19,4,7,7,0.91,0.58,0.21,0.12,11.4%,11628,173,11358,97,353,13.4%,0.58,82.6%,,0,0,0,0,26,-20,450,1,0,1672,1672,5304,0,42232,2782,28,95,24044,35,10,26,0,0,1,71912,Barça eSports,GIANTX Pride,Barça eSports
113,JUNGLE,16,10,1,9,19,197,184,,6,14471,439,21.3%,38,7,9,5,4,1.15,0.21,0.15,0.27,14.4%,18663,16772,1324,567,566,21.5%,0.58,82.6%,,0,1,0,0,1159,11,1121,1,0,2914,2914,23605,0,29696,0,18,222,39863,49,7,26,0,700,1,71912,Barça eSports,GIANTX Pride,Barça eSports
Czekolad,MID,18,8,1,12,20,301,1,,9.1,16001,485,23.6%,37,12,9,8,8,1.12,0.36,0.24,0.27,14.1%,27102,1032,19937,6133,822,31.2%,0.61,87%,,1,0,0,0,-25,6,467,0,0,8813,8813,7405,0,12424,0,23,105,16836,35,10,28,0,0,1,71912,Barça eSports,GIANTX Pride,Barça eSports
Legolas,ADC,17,4,1,14,18,353,45,,10.7,16896,512,24.9%,28,13,5,5,4,0.85,0.39,0.15,0.15,10.6%,23360,22930,0,430,708,26.9%,0.55,78.3%,,1,0,0,0,-357,2,-976,-1,0,11295,11295,7145,0,9426,0,1,52,15754,28,8,30,0,0,1,71912,Barça eSports,GIANTX Pride,Barça eSports
whiteinn,SUPPORT,13,0,3,19,6.3,31,0,,0.9,8536,259,12.6%,130,67,16,12,12,3.94,2.03,0.36,0.49,49.4%,6053,1107,3517,1429,184,7%,0.58,82.6%,,0,0,0,0,435,-1,395,0,0,543,543,12330,7191,15920,2732,25,84,15016,67,14,29,0,0,1,71912,Barça eSports,GIANTX Pride,Barça eSports
Badlulu,TOP,16,1,4,1,0.5,277,12,,8.4,12156,369,22.1%,30,11,4,8,6,0.91,0.33,0.24,0.12,11%,14070,589,13448,33,427,19.3%,0.06,28.6%,,0,0,0,0,-26,20,-450,-1,0,0,0,3512,0,19113,0,10,352,21591,121,10,29,700,0,0,71912,Barça eSports,GIANTX Pride,Barça eSports
Ferret,JUNGLE,14,1,7,5,0.9,208,191,,6.3,10427,316,18.9%,62,12,15,10,10,1.88,0.36,0.3,0.45,22.8%,8632,8025,199,408,262,11.9%,0.18,85.7%,,0,0,0,0,-1159,-11,-1121,-1,0,152,152,23285,0,26197,0,14,581,45938,222,11,30,0,0,0,71912,Barça eSports,GIANTX Pride,Barça eSports
Feisty,MID,17,2,5,4,1.2,292,1,,8.9,12981,394,23.6%,31,7,11,7,5,0.94,0.21,0.21,0.33,11.4%,13288,403,12885,0,403,18.3%,0.18,85.7%,,0,0,0,0,25,-6,-467,0,0,3058,3058,2795,0,23068,0,10,59,22750,196,10,27,0,0,0,71912,Barça eSports,GIANTX Pride,Barça eSports
Exofeng,ADC,16,3,3,3,2,283,2,,8.6,12584,382,22.9%,21,10,7,1,1,0.64,0.3,0.03,0.21,7.7%,32971,24125,6664,2182,1000,45.3%,0.18,85.7%,,1,0,0,0,357,-2,976,1,0,1402,1402,5159,0,8621,0,9,80,17819,81,2,23,0,0,0,71912,Barça eSports,GIANTX Pride,Barça eSports
Lospa,SUPPORT,11,0,4,4,1,38,0,,1.2,6898,209,12.5%,128,68,15,12,11,3.88,2.06,0.36,0.45,47.1%,3847,662,2776,409,117,5.3%,0.12,57.1%,,0,0,0,0,-435,1,-395,0,0,0,0,688,122,14612,1258,21,79,14650,85,14,29,0,0,0,71912,Barça eSports,GIANTX Pride,Barça eSports
Badlulu,TOP,17,3,2,7,5,263,4,,7.6,12917,376,19.3%,30,13,4,10,9,0.87,0.38,0.29,0.12,11.5%,18024,9645,7902,477,524,17.6%,0.29,52.6%,,0,0,0,0,-362,4,844,1,0,1887,1887,9464,0,78528,0,38,819,40063,82,12,32,0,0,1,71913,GIANTX Pride,Barça eSports,GIANTX Pride
Ferret,JUNGLE,16,0,2,18,9,204,188,,5.9,11684,340,17.4%,59,9,16,7,7,1.72,0.26,0.2,0.47,22.6%,12223,10502,1156,565,355,11.9%,0.52,94.7%,,0,0,0,0,-207,15,455,0,0,403,403,25046,0,46293,0,16,568,45477,72,8,25,0,0,1,71913,GIANTX Pride,Barça eSports,GIANTX Pride
Feisty,MID,18,7,2,10,8.5,273,17,,7.9,15557,452,23.2%,33,16,6,9,9,0.96,0.47,0.26,0.17,12.6%,34712,785,33263,664,1010,33.9%,0.49,89.5%,,2,0,0,0,305,6,131,0,0,9669,9669,7150,0,29242,0,26,1116,27772,48,13,31,52,0,1,71913,GIANTX Pride,Barça eSports,GIANTX Pride
Exofeng,ADC,16,8,1,8,16,317,14,,9.2,17690,514,26.4%,27,10,9,1,1,0.79,0.29,0.03,0.26,10.3%,32350,30899,666,785,941,31.6%,0.47,84.2%,,1,1,0,0,26,-6,-867,-1,0,14005,14005,6997,0,11134,0,21,166,18192,16,3,26,205,0,1,71913,GIANTX Pride,Barça eSports,GIANTX Pride
Lospa,SUPPORT,13,1,4,16,4.3,28,0,,0.8,9174,267,13.7%,112,68,9,16,15,3.26,1.98,0.47,0.26,42.9%,5034,356,3435,1243,146,4.9%,0.49,89.5%,,0,0,0,0,-431,6,-27,0,0,823,823,23695,14852,21636,356,36,90,27840,120,18,33,0,0,1,71913,GIANTX Pride,Barça eSports,GIANTX Pride
Whiteknight,TOP,16,2,3,5,2.3,267,0,,7.8,13158,383,23.3%,37,14,10,2,2,1.08,0.41,0.06,0.29,15%,19089,14741,4348,0,555,15.7%,0.2,63.6%,,0,0,0,0,362,-4,-844,-1,0,6017,6017,4945,0,27573,0,42,497,26058,158,5,31,0,0,0,71913,GIANTX Pride,Barça eSports,GIANTX Pride
113,JUNGLE,14,3,5,7,2,161,147,,4.7,10272,299,18.2%,23,7,4,5,5,0.67,0.2,0.15,0.12,9.3%,26731,662,21965,4104,777,22%,0.29,90.9%,,0,0,0,0,207,-15,-455,0,0,0,0,19884,0,23083,0,62,608,42177,151,7,25,0,205,0,71913,GIANTX Pride,Barça eSports,GIANTX Pride
Czekolad,MID,16,1,4,6,1.8,263,8,,7.6,11511,335,20.4%,29,12,9,1,1,0.84,0.35,0.03,0.26,11.7%,26111,22104,3887,120,759,21.5%,0.2,63.6%,,0,0,0,0,-305,-6,-131,0,0,4694,4694,2116,0,15862,0,13,163,21798,134,3,23,0,52,0,71913,GIANTX Pride,Barça eSports,GIANTX Pride
Legolas,ADC,16,3,3,2,1.7,317,22,,9.2,13624,396,24.1%,37,13,10,3,3,1.08,0.38,0.09,0.29,15%,43065,22229,8662,12174,1253,35.5%,0.15,45.5%,,1,0,0,0,-26,6,867,1,0,1496,1496,10308,0,14072,0,24,627,26710,124,4,22,0,0,0,71913,GIANTX Pride,Barça eSports,GIANTX Pride
whiteinn,SUPPORT,12,2,4,8,2.5,25,0,,0.7,7933,231,14%,121,60,17,13,13,3.52,1.75,0.38,0.49,49%,6418,1483,3996,939,187,5.3%,0.29,90.9%,,0,0,0,0,431,-6,27,0,0,0,0,8623,5294,16401,2368,27,176,17870,117,15,31,0,0,0,71913,GIANTX Pride,Barça eSports,GIANTX Pride
Whiteknight,TOP,14,2,7,2,0.6,206,0,,6.2,9942,299,18.9%,29,11,3,5,5,0.87,0.33,0.15,0.09,14.6%,12273,1030,8239,3004,369,17.3%,0.12,44.4%,,0,0,0,0,-1115,-21,-398,-1,0,899,899,3952,0,45378,0,57,610,32040,243,7,26,0,0,0,71914,Barça eSports,GIANTX Pride,GIANTX Pride
113,JUNGLE,14,0,4,8,2,194,184,,5.8,9943,299,18.9%,29,7,6,7,5,0.87,0.21,0.21,0.18,14.6%,9506,7396,1459,651,286,13.4%,0.24,88.9%,,0,0,0,0,681,12,578,1,0,3987,3987,21474,0,31335,107,13,201,40907,139,6,20,0,0,0,71914,Barça eSports,GIANTX Pride,GIANTX Pride
Czekolad,MID,15,1,5,5,1.2,261,1,,7.8,12089,363,23%,24,9,6,1,1,0.72,0.27,0.03,0.18,12.1%,22999,710,20667,1622,691,32.4%,0.18,66.7%,,0,0,0,0,-185,3,-507,-1,0,1412,1412,633,0,11742,0,46,573,17127,172,3,23,700,0,0,71914,Barça eSports,GIANTX Pride,GIANTX Pride
Legolas,ADC,15,6,2,2,4,281,17,,8.4,13530,407,25.7%,22,9,5,1,1,0.66,0.27,0.03,0.15,11.1%,20841,18232,1698,911,626,29.4%,0.24,88.9%,,0,0,0,0,941,-20,40,0,0,1790,1790,9770,0,10301,0,9,107,21368,51,3,22,0,0,0,71914,Barça eSports,GIANTX Pride,GIANTX Pride
whiteinn,SUPPORT,11,0,5,9,1.8,18,0,,0.5,7133,214,13.6%,95,57,3,20,19,2.85,1.71,0.6,0.09,47.7%,5267,426,4543,298,158,7.4%,0.27,100%,,0,0,0,0,525,0,457,1,0,662,662,6298,2376,20125,0,36,183,27208,123,22,36,0,0,0,71914,Barça eSports,GIANTX Pride,GIANTX Pride
Badlulu,TOP,18,5,1,9,14,284,14,,8.5,14671,441,22.8%,29,13,4,7,6,0.87,0.39,0.21,0.12,10.5%,17603,16355,1248,0,529,16.4%,0.42,60.9%,,0,0,0,0,1115,21,398,1,0,8891,8891,9936,0,29941,0,20,215,27548,56,9,30,0,700,1,71914,Barça eSports,GIANTX Pride,GIANTX Pride
Ferret,JUNGLE,16,1,0,16,Perfect KDA,182,168,,5.5,10591,318,16.5%,42,10,7,8,8,1.26,0.3,0.24,0.21,15.2%,15197,10083,4314,800,457,14.1%,0.51,73.9%,,0,0,0,0,-681,-12,-578,-1,1,791,791,19477,256,37966,0,22,365,37233,0,9,29,0,0,1,71914,Barça eSports,GIANTX Pride,GIANTX Pride
Feisty,MID,17,4,2,17,10.5,208,1,,6.2,12843,386,20%,47,15,12,6,6,1.41,0.45,0.18,0.36,17%,29795,998,28694,103,895,27.7%,0.63,91.3%,,1,0,0,0,185,-3,507,1,0,1994,1994,2782,0,11900,1483,40,781,17386,63,8,29,0,0,1,71914,Barça eSports,GIANTX Pride,GIANTX Pride
Exofeng,ADC,17,12,1,7,19,290,4,,8.7,17051,512,26.5%,32,13,9,2,2,0.96,0.39,0.06,0.27,11.6%,30892,20394,10372,126,928,28.7%,0.57,82.6%,,2,1,0,0,-941,20,-40,0,0,5603,5603,4507,0,11780,0,1,50,12539,20,3,26,0,0,1,71914,Barça eSports,GIANTX Pride,GIANTX Pride
Lospa,SUPPORT,13,1,5,18,3.8,36,0,,1.1,9101,273,14.2%,126,58,17,15,15,3.79,1.74,0.45,0.51,45.7%,14106,597,13377,132,424,13.1%,0.57,82.6%,,0,0,0,0,-525,0,-457,-1,0,1131,1131,1796,837,6956,0,44,82,14502,107,17,34,0,0,1,71914,Barça eSports,GIANTX Pride,GIANTX Pride
Vertigo,TOP,16,5,2,8,6.5,216,0,,7.8,11629,420,19.8%,19,9,3,1,1,0.69,0.32,0.04,0.11,9.5%,16593,14819,1412,362,599,19.7%,0.47,50%,2,0,0,0,0,760,7,1201,1,0,2898,2898,5378,0,46690,404,29,905,27188,90,3,18,0,727,1,71916,Besiktas Esports,BBL Dark Passage,Besiktas Esports
chef,JUNGLE,16,9,1,9,18,205,196,,7.4,13004,469,22.1%,37,6,8,6,4,1.33,0.22,0.22,0.29,18.5%,16041,14214,1352,475,579,19%,0.65,69.2%,1,0,0,0,0,636,21,1277,1,0,2231,2231,21604,0,32448,0,14,218,36664,0,7,24,0,700,1,71916,Besiktas Esports,BBL Dark Passage,Besiktas Esports
Ivory,MID,17,4,2,16,10,252,5,,9.1,12469,450,21.2%,24,14,2,4,4,0.87,0.51,0.14,0.07,12%,23389,1360,22029,0,844,27.7%,0.72,76.9%,,0,0,0,0,106,3,164,0,0,6289,6289,1467,0,11003,1428,26,293,11839,69,7,27,0,104,1,71916,Besiktas Esports,BBL Dark Passage,Besiktas Esports
Ruep,ADC,16,6,1,8,14,268,4,,9.7,13823,499,23.5%,33,12,9,4,4,1.19,0.43,0.14,0.32,16.5%,24065,13593,10472,0,868,28.5%,0.51,53.8%,,1,0,0,0,-670,16,434,0,0,7274,7274,2896,0,7350,0,0,36,10446,25,7,24,0,0,1,71916,Besiktas Esports,BBL Dark Passage,Besiktas Esports
Patch,SUPPORT,12,2,2,19,10.5,27,0,,1,7910,285,13.4%,87,45,7,14,13,3.14,1.62,0.51,0.25,43.5%,4335,527,3673,135,156,5.1%,0.76,80.8%,,0,0,0,0,126,10,-511,0,0,149,149,10546,5199,19703,855,31,89,17501,22,16,32,0,0,1,71916,Besiktas Esports,BBL Dark Passage,Besiktas Esports
NuQ,TOP,15,0,8,2,0.3,200,0,,7.2,8459,305,18.7%,17,10,2,4,4,0.61,0.36,0.14,0.07,10.8%,22232,4704,17242,286,802,33%,0.07,25%,,0,0,0,0,-760,-7,-1201,-1,0,391,391,6340,0,29673,0,6,58,30586,277,7,21,0,0,0,71916,Besiktas Esports,BBL Dark Passage,Besiktas Esports
